property_id,observed_price,fair_value_hat,lower_bound,upper_bound,interval_width,segment_label,data_quality_flag,valuation_gap,anomaly_score,anomaly_flag,top_drivers
5467900070,342000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
5561000190,437500.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
5561000920,630000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
5652600185,750000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
6127600110,640000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
6403500290,407500.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
6600780130,367500.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
7197300105,550000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
7305300695,625000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
7399300120,260000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
7525000080,588500.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
7525100520,335000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
7525410190,550000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
7575600100,285000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
7739100015,463000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
7831800460,235000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
7853220390,785000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
7853361370,555000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
8564860280,459990.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
8673400086,445700.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
9267200226,436110.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
9294300070,650000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1523069197,379880.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
7708180040,625000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
8132700150,553000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
9474700020,310000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
2591830130,365000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
4003000285,628000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
4137010530,331950.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
8682250090,775000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
9829201058,783500.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
23500180,570000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
124069032,600000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
207500012,855000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
259500270,478000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
259600530,501000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
263000155,418000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
319500570,780000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
325059171,900000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
425069020,1090000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
723000114,1400000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
993001330,406100.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1196000007,384900.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
1225069038,2280000.0,,,,,segment_0,suspect,,,insufficient_history,"grade, sqft_living, lat"
1402810140,300000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1446403305,206000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1549500370,210000.0,,,,,segment_0,ok,,,insufficient_history,"grade, sqft_living, lat"
1823069155,525888.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
1823069213,249950.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
1861400060,740000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1862400176,631625.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1868900775,618500.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
1891100090,620000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1898700310,220000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
1954440060,560000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
2125049120,770000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
2215500205,600000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
2487700065,400000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
2488200459,405000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
2558720120,487585.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
2780400035,665000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
2790410250,615000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
2946001645,232000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
2979800409,416286.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
3080000030,398750.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
3241600150,287000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
3329520410,245000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
3501600235,585000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
3574801780,485000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
3580900260,340000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
3619600143,650000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
3629910240,705380.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
3644100086,340000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
4083300510,657100.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
4123400320,627000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
4305600040,549000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
4309710250,736500.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
4385700425,1430000.0,,,,,segment_3,suspect,,,insufficient_history,"grade, sqft_living, lat"
4440900040,379950.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
5416510710,309950.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
5561301280,410000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
5589900590,400000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
6071200545,541125.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
6143600580,184000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
6145600865,449250.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
6402710120,309950.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
6450303950,435000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
6450304130,329950.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
6632300212,366750.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
6666830250,712198.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
6821101870,524000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
6865200444,531000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
6896300375,580000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
7300400580,328000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
7501000130,800866.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
7784400130,497300.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
7853302370,499000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
7856410030,1030000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
7893805650,210000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
8138870530,419190.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
8146100325,787000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
8562710250,890000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
8562710520,890000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
8648900060,509900.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
8648900110,555000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
8651402920,219900.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
8653900150,800000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
8691330310,865000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
9187200285,823000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
9268851800,415000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
9512000140,755000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
9578090050,830000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
9822700255,670000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
9828700200,831000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
9828700900,549000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
40000362,78000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
109200730,218000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
114100745,475000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
226039075,655500.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
524059063,1800000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
534000075,329350.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
579002870,612500.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
751000060,353000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
871001980,910000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
993000327,369950.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1023059365,520000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
1068000520,1230000.0,,,,,segment_2,suspect,,,insufficient_history,"grade, sqft_living, lat"
1223089050,280000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
1283800110,776000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
1524059027,675000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1623300160,450000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1623300765,469000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1624049293,390000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
1626069253,483500.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1777600230,610000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
1788700230,191000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1829300210,762300.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
1843130980,284000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
1952000150,530000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
1954400060,515000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1995200200,313950.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
2025049161,1050000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
2324800350,860000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
2436200715,484000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
2558700090,455000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
2688100075,488000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
2742100009,385000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
2771600350,575000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
2923049372,362000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
3176100110,650000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
3205100130,387000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
3210400340,279900.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
3396820150,562000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
3438500714,325000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
3524039209,1140000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
3625700010,1870000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
3649100306,379900.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
3754700160,397000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
3862400050,465000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
4012800010,360000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
4037500110,404000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
4040800090,390000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
4302200535,219000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
5469300270,234000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
5631500866,563000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
5701800030,609000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
6070500055,599000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
6150700394,365000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
6301800020,535000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
6430000275,485000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
6641020160,513000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
6751300065,518000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
7019000050,367500.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
7135520780,725126.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
7222000090,580000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
7282900025,250000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
7300200290,650000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
7504021310,525000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
7518506715,979000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
7625704005,561000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
7694600253,312000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
7696630080,197000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
7805450110,736000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
8582010240,606000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
8643200020,407000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
8656300380,272000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
8731980040,295000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
8945100320,136500.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
8961970510,685000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
9471201175,1580000.0,,,,,segment_2,suspect,,,insufficient_history,"grade, sqft_living, lat"
9477001280,425000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
9482700440,533000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
9510400100,345000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
9550200650,499000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
9553200052,345000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
9564800145,175000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
9828702265,500000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
9828702513,460000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
84000105,255000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
142000165,749950.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
203101210,379500.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
425079099,560000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
518500700,630000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
721069087,651000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
1117200390,1150000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
1180008355,380000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
1221000395,250000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1250201640,775000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
1338600175,940000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1338800365,1500000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
1344300045,500000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1370803460,1340000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
1394300005,361280.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1419700270,503000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
1423069095,600000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
1424200070,1110000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1425059178,460000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1446400564,185000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1601600167,365000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
1644500450,640000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1665400165,249000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1774000050,480500.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
1822300040,420000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1900600040,265000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
1931300090,610950.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1972200259,425000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
1972201856,526000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
1997200215,599999.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
2215902010,275000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
2221000100,310000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
2322069168,630000.0,,,,,segment_0,ok,,,insufficient_history,"grade, sqft_living, lat"
2325039067,690000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
2432000110,758000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
2459500210,339950.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
2522059112,248500.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
2548100180,335000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
2726079061,535000.0,,,,,segment_0,ok,,,insufficient_history,"grade, sqft_living, lat"
2767603505,519950.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
2785000290,675000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
2810100040,485000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
2895550280,280000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
2926069083,900000.0,,,,,segment_0,ok,,,insufficient_history,"grade, sqft_living, lat"
2985800030,495000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
3052700695,575000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
3073500045,492000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
3275740030,420000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
3625059140,515000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
3723800409,568000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
3753000010,417250.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
3758900075,1530000.0,,,,,segment_5,suspect,,,insufficient_history,"grade, sqft_living, lat"
3758900259,1040000.0,,,,,segment_5,ok,,,insufficient_history,"grade, sqft_living, lat"
3888100043,350000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
4014400381,495000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
4123820450,375000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
4338800170,246000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
5113400535,750000.0,,,,,segment_2,ok,,,insufficient_history,"grade, sqft_living, lat"
5151600285,314500.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
5636000400,253000.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
6093900280,209950.0,,,,,segment_4,ok,,,insufficient_history,"grade, sqft_living, lat"
6146600185,160000.0,,,,,segment_1,ok,,,insufficient_history,"grade, sqft_living, lat"
6332940070,510000.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
6708200040,409500.0,,,,,segment_3,ok,,,insufficient_history,"grade, sqft_living, lat"
